application_id,customer_id,application_date,age,income,employment,home_ownership,region,credit_history_years,loan_amount,term_months,late_payments,debt_to_income,sent_to_collections,default
A00095,CU00071,2022-05-25,41,27300.0,Public sector,Own,West,2,5400.0,12,0,0.515,0,0
A02980,CU02183,2022-05-25,58,61600.0,Salaried,Rent,West,9,10900.0,12,1,0.3,0,0
A00967,CU00711,2022-05-25,37,9800.0,Public sector,Rent,West,5,7500.0,12,0,0.986,0,0
A00305,CU00224,2022-05-25,21,27600.0,Public sector,Rent,East,8,23400.0,60,4,1.081,0,0
A02404,CU01752,2022-05-26,24,62700.0,Public sector,Own,North,6,8300.0,24,1,0.39,0,0
A00705,CU00511,2022-05-26,45,52800.0,Salaried,Own,North,0,22600.0,36,0,0.688,0,0
A00951,CU00699,2022-05-26,46,28800.0,Self-employed,Mortgage,South,4,13800.0,36,2,0.551,1,1
A02742,CU02011,2022-05-26,51,64400.0,Public sector,Own,North,7,40900.0,36,3,0.847,0,0
A00374,CU00275,2022-05-28,49,57600.0,Unemployed,Rent,East,8,51700.0,36,3,1.067,1,1
A02438,CU01780,2022-05-28,33,53000.0,Salaried,Mortgage,East,5,18200.0,60,1,0.629,0,0
A00551,CU00398,2022-05-28,42,41200.0,Public sector,Rent,South,8,14600.0,36,1,0.599,0,0
A00623,CU00452,2022-05-28,33,37100.0,Public sector,Rent,North,12,29800.0,36,4,0.985,0,1
A02388,CU01742,2022-05-28,41,38100.0,Salaried,Rent,West,0,14700.0,60,0,0.457,1,1
A00421,CU00310,2022-05-28,38,12600.0,Salaried,Rent,East,7,6500.0,24,0,0.839,0,0
A00801,CU00572,2022-05-28,30,18200.0,Salaried,Rent,East,2,7200.0,12,3,0.649,0,0
A02240,CU01639,2022-05-29,34,18200.0,Public sector,Own,West,3,12900.0,24,1,0.856,0,0
A02289,CU01678,2022-05-29,58,48400.0,Public sector,Rent,East,0,34600.0,36,0,0.823,0,0
A02528,CU01840,2022-05-29,29,39400.0,Public sector,Rent,South,4,21500.0,36,1,0.795,0,0
A01782,CU01304,2022-05-31,40,24800.0,Unemployed,Mortgage,North,10,13300.0,24,0,0.871,0,0
A00134,CU00092,2022-05-31,29,41700.0,Self-employed,Rent,North,14,34000.0,12,0,0.875,0,0
A01676,CU01222,2022-05-31,25,28900.0,Salaried,Rent,South,16,21900.0,60,1,0.88,0,0
A02394,CU01745,2022-05-31,29,17800.0,Salaried,Rent,South,3,14900.0,24,1,0.99,1,1
A02312,CU01691,2022-05-31,49,34100.0,Salaried,Mortgage,West,8,20800.0,24,0,0.786,0,0
A01175,CU00861,2022-05-31,52,39800.0,Self-employed,Rent,West,6,12600.0,24,0,0.423,0,0
A01929,CU01410,2022-05-31,21,33200.0,Public sector,Rent,East,7,16500.0,60,1,0.935,0,0
A00767,CU00546,2022-06-01,30,91100.0,Salaried,Own,East,9,77100.0,36,0,1.1,1,1
A01112,CU00825,2022-06-01,50,33900.0,Salaried,Mortgage,West,5,11600.0,60,1,0.607,0,0
A00106,CU00076,2022-06-01,48,21800.0,Salaried,Rent,West,10,4200.0,24,1,0.478,0,0
A02648,CU01935,2022-06-01,39,29200.0,Salaried,Rent,West,7,13800.0,12,1,0.753,1,1
A01390,CU01013,2022-06-02,32,33600.0,Public sector,Own,North,7,28800.0,24,1,1.17,1,1
A02846,CU02084,2022-06-02,39,15700.0,Self-employed,Mortgage,North,0,8800.0,60,0,0.805,0,0
A02832,CU02075,2022-06-02,39,53400.0,Self-employed,Rent,East,2,24400.0,60,0,0.637,0,0
A01933,CU01414,2022-06-02,41,35200.0,Self-employed,Mortgage,South,3,17700.0,12,1,0.7,1,1
A01123,CU00831,2022-06-04,44,24800.0,Salaried,Own,South,0,21100.0,12,1,0.973,0,0
A01434,CU01042,2022-06-04,48,18800.0,Salaried,Mortgage,East,4,3800.0,12,1,0.399,0,0
A02710,CU01985,2022-06-04,40,22200.0,Salaried,Rent,North,11,3600.0,24,2,0.293,0,0
A02909,CU02131,2022-06-04,38,15900.0,Salaried,Mortgage,West,0,11600.0,24,1,0.864,0,0
A01625,CU01186,2022-06-04,62,29600.0,Public sector,Mortgage,South,2,18300.0,12,0,0.941,0,0
A01602,CU01166,2022-06-04,45,57400.0,Salaried,Mortgage,East,12,6600.0,36,2,0.373,0,0
A01139,CU00839,2022-06-05,27,16300.0,Unemployed,Rent,East,3,5800.0,12,1,0.522,1,1
A02239,CU01638,2022-06-05,55,12900.0,Salaried,Mortgage,West,12,7300.0,60,1,0.782,0,0
A00087,CU00065,2022-06-06,42,47900.0,Salaried,Own,East,13,9800.0,12,0,0.602,0,0
A00794,CU00565,2022-06-06,38,73200.0,Salaried,Rent,East,14,60200.0,24,1,1.089,0,0
A01240,CU00905,2022-06-06,38,15800.0,Salaried,Mortgage,North,21,6200.0,12,2,0.607,0,0
A02439,CU01781,2022-06-07,48,41300.0,Salaried,Mortgage,West,12,24100.0,60,0,0.723,0,0
A00137,CU00095,2022-06-07,49,38700.0,Salaried,Own,North,1,15500.0,60,0,0.691,0,0
A00662,CU00478,2022-06-08,35,48700.0,Salaried,Own,West,13,24900.0,12,3,0.626,0,0
A00071,CU00056,2022-06-08,24,14200.0,Salaried,Rent,South,7,10700.0,60,0,0.947,0,0
A00639,CU00463,2022-06-08,67,59400.0,Unemployed,Rent,South,11,52700.0,24,2,1.069,1,1
A01597,CU01161,2022-06-09,45,14800.0,Self-employed,Rent,South,10,4400.0,12,0,0.42,0,0
A01694,CU01238,2022-06-09,33,19200.0,Self-employed,Own,East,9,14400.0,60,0,0.892,0,0
A00405,CU00299,2022-06-09,47,54200.0,Salaried,Rent,South,5,19100.0,24,2,0.507,0,0
A00523,CU00383,2022-06-09,45,46100.0,Salaried,Mortgage,South,9,6500.0,24,1,0.207,0,0
A00069,CU00054,2022-06-10,49,28700.0,Self-employed,Own,East,5,12900.0,60,1,0.675,0,0
A01464,CU01065,2022-06-10,45,31300.0,Salaried,Rent,East,2,10600.0,12,0,0.499,0,0
A00882,CU00640,2022-06-11,41,24400.0,Salaried,Mortgage,East,11,7100.0,36,1,0.506,0,0
A01910,CU01395,2022-06-11,26,14100.0,Salaried,Rent,East,19,6700.0,60,2,0.729,0,0
A02367,CU01730,2022-06-11,31,37500.0,Salaried,Rent,South,9,21000.0,12,1,0.807,0,0
A01823,CU01331,2022-06-11,57,17500.0,Salaried,Rent,West,6,14700.0,24,0,0.909,0,0
A01838,CU01342,2022-06-11,47,35200.0,Public sector,Rent,North,4,21300.0,60,1,0.784,0,0
A02547,CU01852,2022-06-11,29,45900.0,Salaried,Rent,South,9,32100.0,12,0,0.973,0,0
A01218,CU00890,2022-06-12,40,42300.0,Salaried,Mortgage,West,11,21800.0,36,0,0.776,0,0
A02646,CU01933,2022-06-12,38,97200.0,Salaried,Rent,South,5,46700.0,24,3,0.61,0,0
A00655,CU00474,2022-06-12,37,47300.0,Public sector,Rent,South,7,39600.0,12,0,1.003,0,0
A01863,CU01362,2022-06-13,53,69100.0,Public sector,Rent,South,9,58100.0,24,0,1.117,0,0
A00182,CU00127,2022-06-13,55,31900.0,Unemployed,Own,West,2,21500.0,60,2,0.837,1,1
A02250,CU01646,2022-06-13,41,10000.0,Public sector,Own,South,6,5800.0,36,1,0.97,1,1
A01696,CU01239,2022-06-13,43,26600.0,Public sector,Mortgage,East,17,8200.0,60,1,0.511,0,0
A00859,CU00619,2022-06-14,52,20200.0,Salaried,Rent,East,4,4500.0,12,0,0.57,0,0
A02694,CU01972,2022-06-14,59,37000.0,Public sector,Rent,West,16,12300.0,12,1,0.579,0,0
A02936,CU02151,2022-06-15,49,33200.0,Salaried,Mortgage,West,6,17600.0,60,0,0.542,0,0
A00795,CU00566,2022-06-15,49,49100.0,Salaried,Own,North,15,34100.0,36,1,0.91,0,0
A01925,CU01408,2022-06-15,53,16900.0,Salaried,Mortgage,South,17,4900.0,60,0,0.517,0,0
A01294,CU00944,2022-06-16,57,22100.0,Self-employed,Mortgage,West,4,9400.0,24,0,0.725,0,0
A02890,CU02115,2022-06-16,48,39900.0,Salaried,Mortgage,East,9,29500.0,36,2,0.96,0,1
A02135,CU01563,2022-06-17,36,25200.0,Self-employed,Mortgage,West,11,8700.0,36,3,0.671,0,0
A00138,CU00095,2022-06-17,49,38700.0,Salaried,Own,North,1,12200.0,60,0,0.559,0,0
A00332,CU00242,2022-06-18,41,20200.0,Self-employed,Rent,East,0,6900.0,60,3,0.45,0,0
A01053,CU00781,2022-06-18,30,37300.0,Salaried,Rent,North,5,26300.0,12,1,0.855,0,0
A02872,CU02106,2022-06-18,51,27200.0,Public sector,Own,South,7,12500.0,36,0,0.702,0,0
A02259,CU01655,2022-06-19,49,57100.0,Salaried,Own,North,11,42500.0,60,1,1.019,0,0
A02709,CU01984,2022-06-19,51,13700.0,Salaried,Rent,South,8,3100.0,12,0,0.384,0,0
A02084,CU01526,2022-06-19,54,39400.0,Public sector,Rent,North,4,25100.0,12,1,1.021,0,0
A02446,CU01785,2022-06-19,40,44800.0,Self-employed,Mortgage,West,9,15300.0,60,0,0.518,0,0
A00370,CU00271,2022-06-20,34,26100.0,Salaried,Rent,South,11,4800.0,24,1,0.119,0,0
A02947,CU02158,2022-06-20,32,43700.0,Public sector,Own,West,11,21700.0,60,1,0.561,0,0
A01843,CU01347,2022-06-20,40,40500.0,Unemployed,Mortgage,South,7,7700.0,36,0,0.34,0,0
A00125,CU00088,2022-06-20,37,36700.0,Salaried,Rent,West,7,4900.0,36,1,0.259,0,0
A00966,CU00711,2022-06-22,37,9800.0,Public sector,Rent,West,5,4700.0,12,1,0.739,0,0
A00258,CU00190,2022-06-22,44,31000.0,Self-employed,Mortgage,West,3,10700.0,60,0,0.571,0,0
A00326,CU00238,2022-06-23,25,31800.0,Public sector,Rent,East,13,21300.0,12,1,0.903,0,0
A01841,CU01345,2022-06-23,46,27500.0,Salaried,Mortgage,West,9,19100.0,12,0,0.797,0,0
A02589,CU01886,2022-06-23,58,38500.0,Self-employed,Rent,West,5,26900.0,24,1,0.835,0,0
A00247,CU00183,2022-06-24,41,46100.0,Self-employed,Own,West,12,32500.0,24,0,0.916,0,0
A01033,CU00764,2022-06-24,50,22100.0,Salaried,Mortgage,South,23,9000.0,60,2,0.521,0,0
A00241,CU00177,2022-06-26,46,29100.0,Salaried,Rent,South,12,9500.0,60,0,0.577,0,0
A02800,CU02054,2022-06-26,49,42100.0,Self-employed,Rent,North,8,35900.0,60,1,0.985,0,0
A01721,CU01259,2022-06-27,53,29300.0,Self-employed,Rent,South,11,8400.0,36,0,0.399,0,0
A02062,CU01510,2022-06-28,36,22000.0,Salaried,Rent,South,11,11500.0,36,0,0.729,0,0
A02268,CU01660,2022-06-28,55,44100.0,Self-employed,Own,South,15,15700.0,12,1,0.546,0,0
A01131,CU00835,2022-06-28,53,16000.0,Salaried,Mortgage,South,3,7000.0,36,4,0.73,1,1
A02449,CU01788,2022-06-29,22,17700.0,Self-employed,Own,North,7,7600.0,24,1,0.654,1,1
A01128,CU00834,2022-06-29,51,51900.0,Salaried,Rent,West,9,27600.0,24,0,0.631,1,1
A01174,CU00861,2022-06-29,52,39800.0,Self-employed,Rent,West,6,30300.0,24,0,1.038,0,0
A00114,CU00080,2022-06-29,35,11000.0,Self-employed,Rent,North,1,8000.0,12,0,0.929,0,0
A01786,CU01306,2022-06-30,25,57800.0,Salaried,Mortgage,South,9,20100.0,36,1,0.566,0,0
A01977,CU01448,2022-06-30,24,40300.0,Salaried,Own,North,7,26500.0,12,0,0.873,0,0
A02492,CU01814,2022-07-01,29,26400.0,Salaried,Mortgage,South,6,9200.0,12,1,0.544,0,0
A00078,CU00059,2022-07-01,46,39800.0,Public sector,Own,North,5,20300.0,36,2,0.648,1,1
A02381,CU01738,2022-07-02,57,45900.0,Salaried,Rent,South,9,18800.0,60,0,0.685,0,0
A00896,CU00652,2022-07-03,34,35700.0,Salaried,Mortgage,South,12,13900.0,60,1,0.551,1,1
A01883,CU01376,2022-07-03,30,33500.0,Public sector,Rent,East,15,28400.0,12,3,1.026,0,0
A00609,CU00443,2022-07-03,42,25600.0,Salaried,Own,South,16,10400.0,24,2,0.589,0,0
A01491,CU01085,2022-07-03,21,34800.0,Salaried,Mortgage,West,12,23000.0,24,0,0.853,0,0
A01119,CU00828,2022-07-04,56,50400.0,Public sector,Rent,West,11,24200.0,24,0,0.692,0,0
A00861,CU00621,2022-07-04,35,55100.0,Self-employed,Mortgage,West,6,8400.0,60,1,0.351,0,0
A00346,CU00252,2022-07-06,49,25700.0,Public sector,Rent,North,18,12100.0,24,2,0.679,0,0
A00152,CU00106,2022-07-06,30,42700.0,Salaried,Rent,West,13,38000.0,12,1,1.1,0,0
A00233,CU00172,2022-07-07,58,34700.0,Salaried,Own,East,6,10200.0,24,3,0.448,0,1
A01199,CU00880,2022-07-07,52,11200.0,Public sector,Mortgage,East,12,2100.0,24,0,0.238,0,0
A02369,CU01732,2022-07-08,34,35200.0,Salaried,Mortgage,East,7,11500.0,12,0,0.596,0,0
A02583,CU01881,2022-07-08,39,38800.0,Salaried,Mortgage,West,5,31800.0,12,1,1.074,0,0
A02934,CU02151,2022-07-09,49,33200.0,Salaried,Mortgage,West,6,28500.0,12,0,1.101,0,0
A01441,CU01048,2022-07-09,43,67200.0,Self-employed,Own,West,3,35600.0,12,0,0.792,0,0
A02196,CU01604,2022-07-10,33,27500.0,Salaried,Rent,East,5,18600.0,60,2,0.799,0,0
A00949,CU00697,2022-07-10,39,52400.0,Salaried,Own,East,8,12100.0,24,1,0.415,0,0
A00331,CU00241,2022-07-10,46,41500.0,Salaried,Own,East,14,30200.0,36,1,0.738,0,0
A02146,CU01572,2022-07-10,46,17600.0,Salaried,Rent,West,10,1800.0,36,1,0.213,0,0
A01184,CU00869,2022-07-11,33,32500.0,Salaried,Rent,East,6,21100.0,12,0,0.877,0,0
A01743,CU01273,2022-07-12,55,28900.0,Salaried,Own,North,14,23500.0,60,1,1.061,0,0
A01868,CU01365,2022-07-12,49,56800.0,Salaried,Mortgage,South,13,46400.0,12,0,1.126,0,0
A00602,CU00437,2022-07-13,56,77500.0,Self-employed,Own,North,0,64800.0,12,1,1.136,0,0
A02637,CU01926,2022-07-13,29,23900.0,Salaried,Mortgage,West,2,17600.0,24,4,0.916,1,1
A00246,CU00182,2022-07-14,46,61400.0,Public sector,Mortgage,North,8,30400.0,24,0,0.609,0,0
A02053,CU01502,2022-07-14,54,41300.0,Public sector,Rent,West,6,11300.0,36,0,0.378,0,0
A02618,CU01913,2022-07-14,37,40400.0,Self-employed,Mortgage,North,4,10900.0,12,1,0.49,0,0
A02943,CU02156,2022-07-14,32,30600.0,Public sector,Rent,North,3,10500.0,12,0,0.551,0,0
A02929,CU02146,2022-07-15,45,29900.0,Public sector,Own,West,6,25100.0,24,1,0.981,0,0
A00120,CU00084,2022-07-15,39,49400.0,Public sector,Own,North,8,41400.0,24,2,1.084,1,1
A02118,CU01551,2022-07-15,40,33600.0,Salaried,Own,West,10,28400.0,60,0,1.046,0,0
A01332,CU00971,2022-07-17,56,66400.0,Salaried,Mortgage,East,12,7600.0,60,0,0.22,0,0
A02562,CU01865,2022-07-17,50,19200.0,Unemployed,Mortgage,West,10,11400.0,60,1,0.795,1,1
A01146,CU00842,2022-07-17,40,29800.0,Salaried,Rent,North,6,3900.0,12,0,0.303,0,0
A01202,CU00881,2022-07-17,44,66400.0,Salaried,Rent,South,7,56900.0,36,0,1.109,0,0
A02990,CU02190,2022-07-17,39,41600.0,Salaried,Mortgage,South,4,31600.0,60,0,0.991,0,0
A02955,CU02165,2022-07-18,48,27600.0,Salaried,Mortgage,West,1,21800.0,60,0,1.043,0,0
A02296,CU01681,2022-07-18,49,53400.0,Self-employed,Mortgage,North,8,29700.0,12,2,0.637,0,0
A00783,CU00555,2022-07-18,35,16300.0,Salaried,Mortgage,East,8,11700.0,24,2,0.809,1,1
A01276,CU00930,2022-07-19,26,35200.0,Public sector,Rent,North,1,12900.0,60,0,0.521,0,0
A01003,CU00740,2022-07-19,39,29800.0,Salaried,Rent,North,5,25100.0,60,2,1.092,1,1
A01072,CU00795,2022-07-20,47,63600.0,Salaried,Rent,South,0,38800.0,36,0,0.944,0,0
A00907,CU00661,2022-07-20,50,115400.0,Self-employed,Own,South,1,18800.0,60,1,0.367,0,0
A00279,CU00206,2022-07-21,56,14600.0,Salaried,Own,West,5,12600.0,36,0,1.093,0,0
A00638,CU00462,2022-07-21,45,47500.0,Salaried,Own,East,14,40100.0,12,0,0.937,0,0
A00341,CU00249,2022-07-21,53,47800.0,Salaried,Mortgage,East,11,9700.0,12,1,0.462,0,0
A00163,CU00113,2022-07-21,52,18100.0,Salaried,Own,North,6,13300.0,24,2,0.818,1,1
A00884,CU00641,2022-07-21,41,28600.0,Self-employed,Mortgage,West,4,16500.0,60,2,0.769,0,0
A01170,CU00858,2022-07-21,34,48000.0,Self-employed,Own,West,4,13000.0,36,0,0.466,1,1
A01391,CU01014,2022-07-21,33,35100.0,Self-employed,Own,East,13,28700.0,24,1,0.984,0,0
A00509,CU00371,2022-07-22,37,16600.0,Public sector,Mortgage,West,5,5900.0,60,0,0.393,0,0
A01616,CU01179,2022-07-22,27,20800.0,Public sector,Rent,West,11,15300.0,36,0,1.052,0,0
A00156,CU00109,2022-07-22,25,13100.0,Salaried,Rent,West,11,9200.0,60,0,0.981,0,0
A00399,CU00294,2022-07-22,34,54600.0,Public sector,Mortgage,South,11,19300.0,24,3,0.605,0,0
A01010,CU00745,2022-07-22,56,57100.0,Salaried,Own,South,4,13800.0,12,2,0.359,0,0
A02272,CU01664,2022-07-23,49,38200.0,Salaried,Mortgage,North,4,21400.0,12,0,0.744,0,0
A01516,CU01105,2022-07-23,31,28500.0,Salaried,Own,West,15,15900.0,24,1,0.637,0,0
A02059,CU01507,2022-07-23,46,14400.0,Salaried,Rent,West,10,9000.0,36,1,0.78,0,0
A00063,CU00050,2022-07-24,42,26500.0,Salaried,Rent,West,7,20800.0,12,0,1.046,0,0
A00825,CU00589,2022-07-25,35,33500.0,Salaried,Own,North,10,14700.0,12,0,0.731,0,0
A02750,CU02016,2022-07-25,25,27500.0,Self-employed,Rent,North,18,10500.0,60,1,0.603,0,0
A02916,CU02136,2022-07-25,26,75200.0,Salaried,Own,South,12,36400.0,36,3,0.824,0,0
A01451,CU01056,2022-07-26,42,42000.0,Unemployed,Rent,South,1,19800.0,36,0,0.605,0,0
A00739,CU00531,2022-07-26,56,19300.0,Public sector,Rent,North,11,16000.0,60,0,1.263,0,0
A02557,CU01860,2022-07-27,53,28600.0,Self-employed,Own,North,6,4200.0,60,1,0.293,0,0
A00505,CU00369,2022-07-27,38,39800.0,Self-employed,Rent,East,3,21200.0,24,1,0.64,0,0
A00968,CU00712,2022-07-27,50,24100.0,Self-employed,Rent,East,9,14200.0,24,2,0.871,0,0
A01759,CU01284,2022-07-27,37,59000.0,Salaried,Mortgage,South,8,23600.0,24,1,0.655,1,1
A02441,CU01781,2022-07-27,48,41300.0,Salaried,Mortgage,West,12,18500.0,36,2,0.492,0,0
A02692,CU01970,2022-07-27,33,60300.0,Unemployed,Rent,North,2,22700.0,36,0,0.704,0,0
A00175,CU00120,2022-07-28,44,35600.0,Public sector,Own,South,10,3800.0,12,1,0.251,0,0
A00834,CU00597,2022-07-28,50,44700.0,Public sector,Rent,West,14,17500.0,36,0,0.635,0,0
A00776,CU00551,2022-07-29,44,38000.0,Salaried,Own,West,7,6500.0,60,1,0.35,0,0
A00980,CU00723,2022-07-29,46,21900.0,Public sector,Own,West,10,10900.0,36,0,0.78,0,0
A02476,CU01803,2022-07-30,48,68300.0,Salaried,Own,East,6,33400.0,24,1,0.767,0,0
A01576,CU01148,2022-07-31,44,58000.0,Public sector,Mortgage,South,11,12300.0,60,1,0.482,0,0
A02473,CU01802,2022-07-31,40,72800.0,Salaried,Mortgage,East,13,56500.0,60,1,0.94,1,1
A00222,CU00163,2022-08-01,54,55400.0,Salaried,Rent,North,19,43000.0,36,0,1.032,0,0
A02219,CU01621,2022-08-01,21,58300.0,Salaried,Rent,North,3,13000.0,24,6,0.46,1,1
A01234,CU00901,2022-08-01,47,30000.0,Public sector,Own,South,5,26400.0,12,0,1.135,0,0
A02167,CU01587,2022-08-02,54,40700.0,Salaried,Mortgage,South,6,19300.0,36,1,0.723,1,1
A01333,CU00972,2022-08-02,32,26400.0,Salaried,Rent,North,15,8600.0,12,1,0.592,0,0
A02948,CU02159,2022-08-03,31,14700.0,Salaried,Own,South,0,11800.0,24,0,0.926,0,0
A02353,CU01721,2022-08-03,57,45200.0,Self-employed,Rent,East,2,5200.0,12,1,0.286,0,0
A01189,CU00872,2022-08-03,62,20700.0,Self-employed,Mortgage,West,8,12600.0,24,1,0.714,0,0
A01454,CU01059,2022-08-04,42,12200.0,Unemployed,Mortgage,West,14,8100.0,12,1,0.973,0,0
A00913,CU00667,2022-08-04,54,59800.0,Public sector,Rent,West,0,29700.0,60,0,0.796,0,0
A01136,CU00836,2022-08-06,28,38700.0,Salaried,Mortgage,North,13,9900.0,36,1,0.397,0,0
A01197,CU00878,2022-08-06,47,30700.0,Salaried,Mortgage,East,8,6500.0,60,0,0.381,0,0
A02254,CU01650,2022-08-06,56,55900.0,Unemployed,Mortgage,North,12,24000.0,12,1,0.668,0,0
A02058,CU01506,2022-08-06,57,24800.0,Salaried,Own,South,12,11500.0,36,1,0.726,0,0
A00113,CU00079,2022-08-06,21,20600.0,Self-employed,Mortgage,East,14,16300.0,12,3,0.952,0,0
A00389,CU00287,2022-08-06,51,46300.0,Salaried,Mortgage,East,15,22500.0,60,0,0.596,0,0
A00200,CU00143,2022-08-06,36,54800.0,Salaried,Mortgage,South,9,40600.0,36,2,0.976,1,1
A00242,CU00178,2022-08-06,56,27300.0,Self-employed,Mortgage,South,6,17700.0,36,1,0.912,0,0
A01523,CU01109,2022-08-08,54,22700.0,Salaried,Rent,South,11,14000.0,60,0,0.924,1,0
A01142,CU00840,2022-08-08,36,44300.0,Salaried,Own,East,9,31900.0,24,0,0.861,0,0
A02149,CU01574,2022-08-09,47,22700.0,Self-employed,Rent,South,12,3400.0,24,1,0.338,0,0
A00962,CU00707,2022-08-09,28,28900.0,Salaried,Rent,West,6,15200.0,24,0,0.768,0,0
A00720,CU00519,2022-08-09,64,37400.0,Public sector,Rent,North,3,32000.0,60,2,1.124,1,1
A00093,CU00070,2022-08-09,60,49500.0,Unemployed,Rent,South,11,6300.0,24,3,0.396,1,1
A02729,CU01999,2022-08-09,42,55200.0,Salaried,Own,West,9,16300.0,24,1,0.574,1,1
A02055,CU01503,2022-08-09,48,33300.0,Salaried,Rent,East,3,10900.0,24,1,0.62,0,0
A00595,CU00433,2022-08-09,30,43900.0,Salaried,Rent,North,1,24100.0,36,1,0.573,0,0
A00876,CU00635,2022-08-10,42,39900.0,Salaried,Own,West,10,7700.0,60,1,0.224,0,1
A00380,CU00280,2022-08-12,27,40900.0,Salaried,Rent,West,9,32300.0,24,0,1.018,0,0
A00577,CU00421,2022-08-12,33,15900.0,Salaried,Rent,West,9,9100.0,24,0,0.846,0,0
A00556,CU00403,2022-08-13,56,38600.0,Self-employed,Mortgage,North,13,23200.0,24,2,0.665,0,0
A00991,CU00732,2022-08-13,27,26600.0,Public sector,Rent,North,5,3200.0,12,0,0.298,0,0
A00117,CU00082,2022-08-14,34,26600.0,Salaried,Rent,West,1,3800.0,60,1,0.373,0,0
A00945,CU00693,2022-08-14,55,77700.0,Self-employed,Mortgage,East,7,15200.0,60,0,0.459,0,0
A00936,CU00687,2022-08-15,57,56500.0,Salaried,Mortgage,North,0,40700.0,36,0,1.017,0,0
A01371,CU00999,2022-08-15,52,17100.0,Salaried,Rent,East,5,2300.0,36,2,0.301,0,0
A02110,CU01545,2022-08-15,37,58400.0,Salaried,Rent,West,11,8400.0,60,0,0.296,0,0
A00607,CU00441,2022-08-16,46,21600.0,Salaried,Rent,South,2,12600.0,24,1,0.896,1,1
A00059,CU00046,2022-08-16,39,33100.0,Salaried,Mortgage,South,4,25900.0,60,0,1.063,0,0
A00363,CU00267,2022-08-16,39,71200.0,Salaried,Mortgage,East,11,32300.0,60,1,0.647,0,0
A02425,CU01769,2022-08-16,56,19100.0,Salaried,Rent,West,7,4500.0,24,0,0.611,1,1
A02855,CU02091,2022-08-17,35,18800.0,Unemployed,Rent,West,7,6300.0,60,0,0.658,0,0
A01763,CU01287,2022-08-17,39,24200.0,Salaried,Own,West,11,9800.0,60,2,0.563,0,0
A02915,CU02135,2022-08-17,29,60200.0,Salaried,Own,South,3,18800.0,12,0,0.545,0,0
A00085,CU00064,2022-08-17,46,27500.0,Salaried,Own,West,2,13900.0,24,2,0.647,0,0
A00830,CU00594,2022-08-17,40,45000.0,Salaried,Own,South,0,20100.0,24,1,0.738,1,1
A00157,CU00110,2022-08-17,49,20000.0,Salaried,Own,North,4,17900.0,36,2,1.163,1,1
A02643,CU01930,2022-08-17,42,54700.0,Salaried,Rent,West,9,19200.0,36,0,0.508,0,0
A03006,CU02199,2022-08-18,57,38000.0,Salaried,Mortgage,East,11,14000.0,24,2,0.678,0,0
A01469,CU01070,2022-08-18,44,38800.0,Salaried,Own,East,7,22400.0,12,1,0.664,0,0
A02882,CU02111,2022-08-19,41,18600.0,Self-employed,Mortgage,East,3,7300.0,12,0,0.541,0,0
A02781,CU02039,2022-08-19,37,27600.0,Salaried,Rent,East,10,4000.0,60,0,0.257,0,0
A01944,CU01421,2022-08-19,45,75700.0,Public sector,Rent,West,16,37000.0,12,0,0.628,0,0
A02139,CU01565,2022-08-20,39,42600.0,Public sector,Rent,West,3,10200.0,36,0,0.373,0,0
A00423,CU00312,2022-08-20,67,11200.0,Unemployed,Mortgage,East,4,7200.0,60,0,0.896,1,1
A01972,CU01444,2022-08-20,36,30100.0,Salaried,Own,East,3,15200.0,12,1,0.544,0,0
A00500,CU00365,2022-08-20,43,18200.0,Self-employed,Own,South,10,15800.0,24,1,1.023,0,0
A02472,CU01802,2022-08-21,40,72800.0,Salaried,Mortgage,East,13,10600.0,12,1,0.476,0,0
A01815,CU01328,2022-08-21,37,51100.0,Salaried,Own,North,0,10100.0,24,2,0.389,0,0
A01832,CU01338,2022-08-21,34,30700.0,Salaried,Mortgage,North,10,15700.0,24,1,0.593,0,0
A01900,CU01385,2022-08-21,60,42700.0,Public sector,Own,North,0,6300.0,36,2,0.397,0,0
A01423,CU01036,2022-08-22,45,55600.0,Self-employed,Mortgage,North,10,39000.0,36,1,0.947,0,0
A01698,CU01241,2022-08-22,34,45500.0,Salaried,Rent,North,12,34100.0,24,1,1.052,0,0
A00835,CU00598,2022-08-22,35,15500.0,Unemployed,Mortgage,West,5,2900.0,12,0,0.376,0,0
A00589,CU00429,2022-08-23,58,31200.0,Public sector,Rent,North,3,20000.0,36,2,0.717,0,0
A00198,CU00141,2022-08-24,37,59100.0,Public sector,Rent,East,12,19200.0,60,1,0.58,1,1
A01097,CU00814,2022-08-24,48,27600.0,Self-employed,Rent,North,4,9900.0,12,1,0.51,0,0
A02326,CU01701,2022-08-24,42,47800.0,Salaried,Own,East,4,31500.0,24,0,0.88,0,0
A02789,CU02045,2022-08-26,34,20300.0,Public sector,Rent,East,21,2600.0,36,1,0.252,0,0
A00464,CU00341,2022-08-26,35,30100.0,Self-employed,Rent,South,11,5100.0,12,0,0.313,0,0
A02416,CU01762,2022-08-26,40,55400.0,Salaried,Rent,West,5,40900.0,12,1,0.906,1,1
A00022,CU00016,2022-08-27,60,92100.0,Public sector,Own,West,12,79900.0,24,3,1.078,1,1
A02993,CU02192,2022-08-27,38,57000.0,Salaried,Mortgage,North,15,35100.0,12,0,0.629,0,0
