respondent_id,age,gender,region,education,income,work_hours,stress_score,job_satisfaction,q1,q2,q3,q4,q5
R0638,32,Male,West,Bachelor,37200.0,46.4,38.8,3,3,4.0,3,2.0,3
R0639,43,Female,North,Secondary,9190.0,34.5,18.2,5,5,4.0,5,4.0,5
R0640,53,Male,North,PhD,,45.0,,4,3,4.0,4,3.0,4
R0641,21,Female,West,Secondary,15420.0,41.2,,4,5,4.0,5,4.0,3
R0642,45,Male,West,Secondary,24820.0,36.8,22.7,5,5,5.0,4,4.0,5
R0643,51,Male,Center,Primary,21830.0,39.1,26.9,3,3,3.0,4,3.0,2
R0644,40,Male,South,Bachelor,16400.0,52.3,48.4,4,2,5.0,4,2.0,2
R0645,42,Female,Center,Master,27330.0,53.8,47.6,1,1,2.0,2,1.0,1
R0646,36,Female,North,Bachelor,27630.0,39.8,34.7,3,3,4.0,4,2.0,3
R0647,41,Female,West,Secondary,13460.0,41.1,47.1,3,4,2.0,2,2.0,2
R0648,37,Female,West,Bachelor,21030.0,44.1,37.6,4,4,5.0,3,5.0,5
R0649,22,Male,South,Bachelor,16060.0,42.3,31.6,5,4,5.0,5,3.0,4
R0650,58,Male,South,Primary,17660.0,41.7,24.4,3,3,3.0,3,1.0,1
R0651,45,Female,East,PhD,,37.5,25.0,4,4,5.0,2,5.0,3
R0652,35,Female,North,Secondary,,42.0,43.8,4,5,5.0,5,3.0,4
R0653,58,Male,Center,Master,,39.3,30.4,3,3,3.0,3,,3
R0654,38,Female,North,Bachelor,,47.6,32.2,3,4,4.0,3,2.0,3
R0655,49,Male,West,Secondary,26880.0,38.3,28.8,4,3,2.0,5,4.0,4
R0656,20,Male,West,Bachelor,23110.0,30.9,34.0,3,4,4.0,3,3.0,3
R0657,34,Female,East,Primary,18760.0,42.5,31.3,4,5,4.0,5,4.0,5
R0658,55,Female,Center,Primary,23350.0,32.2,12.5,4,4,3.0,3,3.0,5
R0659,60,Male,West,Bachelor,44240.0,49.1,41.4,4,5,5.0,3,3.0,5
R0660,65,Female,Center,Secondary,19820.0,30.9,17.8,5,5,5.0,5,,5
R0661,60,Male,West,Master,16470.0,51.8,41.0,2,3,2.0,2,2.0,3
R0662,64,Female,Center,Bachelor,26810.0,37.7,29.0,4,4,4.0,3,3.0,5
R0663,33,Male,South,Secondary,17100.0,60.2,46.8,3,3,4.0,2,4.0,4
R0664,24,Male,East,Primary,16650.0,43.2,39.4,4,5,5.0,4,4.0,4
R0665,18,Male,South,Master,22710.0,57.2,46.7,3,3,3.0,4,4.0,4
R0666,43,Male,West,Secondary,16510.0,47.8,40.2,3,2,3.0,3,4.0,3
R0667,38,Male,North,Secondary,25240.0,44.1,34.8,4,4,2.0,3,4.0,5
R0668,61,Female,South,Primary,17280.0,29.1,14.4,5,5,,4,4.0,5
R0669,39,Male,Center,Master,15700.0,54.8,34.7,5,5,4.0,4,5.0,5
R0670,62,Female,West,Master,15320.0,49.6,25.3,5,5,3.0,4,5.0,5
R0671,21,Female,South,Secondary,11950.0,42.3,36.2,4,5,3.0,5,4.0,3
R0672,64,Female,North,Primary,40340.0,43.6,32.4,4,3,5.0,4,5.0,4
R0673,41,Female,East,Secondary,17680.0,44.2,30.3,4,5,4.0,4,5.0,5
R0674,59,Male,Center,Bachelor,21420.0,49.1,25.0,4,4,4.0,2,4.0,3
R0675,54,Male,East,Secondary,21150.0,35.3,26.9,5,5,5.0,5,4.0,5
R0676,30,Male,North,Secondary,9050.0,46.1,41.9,2,1,2.0,2,4.0,2
R0677,53,Female,South,Secondary,35860.0,37.3,33.3,4,4,,5,4.0,4
R0678,34,Female,South,Master,15890.0,-99.0,29.4,4,3,5.0,4,5.0,4
R0679,53,Male,North,Secondary,14050.0,42.5,30.6,3,3,3.0,3,,4
R0680,49,Female,Center,Secondary,16380.0,32.1,35.9,3,3,4.0,2,3.0,5
R0681,47,Female,West,Secondary,30360.0,39.7,41.4,3,2,2.0,4,5.0,2
R0682,40,Female,West,Bachelor,30980.0,37.9,32.6,4,5,5.0,5,4.0,4
R0683,39,Male,East,Master,31860.0,43.4,41.9,4,5,4.0,4,3.0,5
R0684,43,Male,South,Master,31650.0,52.5,46.1,4,5,3.0,4,4.0,5
R0685,18,Female,West,Secondary,7220.0,43.7,,3,5,3.0,2,2.0,3
R0686,54,Male,Center,Master,,45.8,38.1,4,4,3.0,4,5.0,5
R0687,41,Female,West,Bachelor,25130.0,47.3,41.2,3,4,3.0,4,,2
R0688,45,Female,South,Bachelor,18680.0,38.8,35.2,4,5,4.0,3,5.0,4
R0689,30,Female,South,Master,16100.0,52.1,50.3,4,4,4.0,5,5.0,4
R0690,46,Female,West,Secondary,,46.5,33.1,3,3,4.0,3,3.0,4
R0691,36,Female,Center,Bachelor,13540.0,49.3,44.2,3,4,1.0,3,2.0,4
R0692,62,Male,Center,Secondary,19200.0,38.1,30.3,4,4,3.0,5,4.0,4
R0693,24,Male,South,Master,42580.0,46.0,,3,3,2.0,2,3.0,3
R0694,58,Male,East,Secondary,17810.0,50.0,41.3,3,2,3.0,1,3.0,1
R0695,31,Prefer not to say,North,Master,25210.0,47.5,41.8,5,4,5.0,5,5.0,4
R0696,46,Prefer not to say,South,Bachelor,21840.0,47.3,34.2,4,5,3.0,5,4.0,5
R0697,38,Male,Center,Bachelor,33410.0,39.1,39.9,3,4,2.0,5,3.0,3
R0698,29,Female,North,Bachelor,,39.0,43.5,5,4,5.0,5,4.0,5
R0699,18,Female,East,Bachelor,24350.0,40.0,,4,4,4.0,4,5.0,3
R0700,51,Male,North,Bachelor,,34.9,32.3,4,4,4.0,3,4.0,5
R0701,19,Male,East,Secondary,18030.0,44.7,38.4,4,4,3.0,5,5.0,3
R0702,36,Female,West,PhD,27180.0,49.3,40.2,3,3,2.0,3,3.0,3
R0703,58,Male,South,Secondary,,38.8,42.5,4,3,3.0,4,3.0,5
R0704,59,Male,Center,Bachelor,19950.0,53.4,40.6,3,4,1.0,3,2.0,4
R0705,45,Male,East,Secondary,8580.0,30.8,40.0,3,3,2.0,4,3.0,4
R0706,21,Male,West,Bachelor,22270.0,54.8,,4,5,4.0,5,5.0,5
R0707,40,Male,South,Secondary,,46.5,45.1,4,4,4.0,5,5.0,5
R0708,42,Male,East,Bachelor,21670.0,43.4,37.4,3,3,1.0,3,,3
R0709,31,Male,South,PhD,30960.0,52.3,49.7,2,2,1.0,3,2.0,2
R0710,59,Male,East,Secondary,,54.8,,3,3,2.0,3,4.0,2
R0711,44,Female,South,Master,17000.0,45.3,32.8,2,4,1.0,1,2.0,3
R0712,46,Female,West,Bachelor,,59.1,25.5,5,5,4.0,4,5.0,4
R0713,40,Male,East,Master,29080.0,40.7,39.7,4,5,2.0,4,2.0,4
R0714,24,Female,North,Secondary,13370.0,24.7,33.8,5,5,5.0,5,5.0,5
R0715,29,Female,North,Secondary,14500.0,36.8,34.4,2,1,2.0,3,2.0,2
R0716,29,Female,Center,Bachelor,19630.0,57.7,,3,3,3.0,2,3.0,2
R0717,57,Female,North,Secondary,30010.0,51.1,32.6,3,3,3.0,3,2.0,2
R0718,42,Female,West,Bachelor,25290.0,41.9,36.5,4,5,5.0,4,2.0,5
R0719,47,Female,North,Secondary,14050.0,31.3,27.5,4,3,3.0,4,4.0,3
R0720,47,Male,East,Master,20060.0,46.2,32.5,5,5,5.0,4,4.0,5
R0721,47,Male,East,Bachelor,22790.0,44.7,34.3,4,4,4.0,4,5.0,3
R0722,63,Female,South,Bachelor,16760.0,43.3,23.6,3,2,4.0,2,4.0,3
R0723,52,Female,North,Bachelor,49160.0,28.0,14.6,5,5,4.0,5,5.0,5
R0724,45,Male,West,Bachelor,,39.8,32.9,2,2,,3,3.0,2
R0725,43,Female,East,PhD,30100.0,50.2,38.2,3,2,2.0,4,3.0,3
R0726,60,Female,North,Master,,50.6,48.5,4,5,,5,2.0,4
R0727,18,Male,West,Bachelor,9120.0,35.6,42.4,4,4,3.0,2,4.0,4
R0728,59,Female,West,Secondary,57200.0,35.4,20.4,4,4,3.0,3,3.0,3
R0729,35,Male,Center,Master,16430.0,45.1,26.9,4,5,5.0,3,4.0,4
R0730,48,Male,East,Bachelor,14530.0,50.5,27.4,5,5,5.0,4,4.0,5
R0731,38,Female,East,Master,,55.0,38.9,3,2,3.0,4,3.0,3
R0732,42,Female,West,Bachelor,19880.0,38.9,27.1,5,5,5.0,5,5.0,5
R0733,38,Female,Center,Secondary,,39.5,33.4,5,5,5.0,5,5.0,4
R0734,18,Male,South,Secondary,10440.0,45.8,34.1,4,5,3.0,3,5.0,5
R0735,27,Male,Center,Secondary,,44.8,34.7,5,4,4.0,5,5.0,5
R0736,30,Female,North,Bachelor,25860.0,39.6,41.0,4,3,3.0,5,5.0,3
R0737,24,Female,East,Secondary,18890.0,31.2,31.9,4,4,3.0,4,4.0,5
R0738,18,Male,South,Primary,12980.0,35.9,,3,5,3.0,2,4.0,3
R0739,48,Female,South,Bachelor,25400.0,39.3,35.5,3,3,2.0,4,,5
R0740,27,Female,South,Bachelor,21800.0,52.0,45.1,4,3,3.0,5,4.0,3
R0741,42,Male,North,Primary,20150.0,36.5,21.0,4,4,5.0,4,4.0,3
R0742,56,Female,West,Bachelor,45160.0,35.2,19.6,3,3,5.0,4,3.0,3
R0743,27,Male,West,Master,19910.0,50.9,,3,4,3.0,4,3.0,3
R0744,38,Male,North,Master,24130.0,52.2,44.6,2,2,3.0,2,3.0,1
R0745,55,Male,South,Master,24800.0,56.2,48.2,4,5,3.0,4,3.0,3
R0746,36,Female,Center,PhD,28000.0,48.5,43.3,2,2,2.0,3,2.0,2
R0747,36,Female,Center,Secondary,16620.0,38.3,37.4,3,3,4.0,2,2.0,3
R0748,18,Prefer not to say,Center,Secondary,16760.0,40.0,33.5,3,3,4.0,3,3.0,3
R0749,58,Male,East,Bachelor,23580.0,30.5,18.7,4,4,5.0,2,3.0,3
R0750,37,Male,East,Primary,,39.9,29.8,3,3,4.0,3,,3
R0751,23,Male,Center,Secondary,19960.0,33.0,35.0,4,4,4.0,4,3.0,4
R0752,51,Female,West,Bachelor,28800.0,41.6,34.5,4,2,3.0,4,3.0,4
R0753,35,Prefer not to say,East,Secondary,23820.0,39.4,37.9,4,5,5.0,3,4.0,3
R0754,39,Male,South,Master,24940.0,33.0,35.2,4,3,5.0,3,4.0,3
R0755,32,Female,West,Bachelor,,48.0,58.7,2,3,4.0,3,1.0,3
R0756,50,Female,South,Secondary,14360.0,35.1,24.2,5,4,5.0,5,5.0,5
R0757,49,Female,Center,Secondary,13930.0,44.1,34.5,4,4,,5,5.0,5
R0758,34,Male,Center,Bachelor,24700.0,41.2,37.2,4,3,5.0,3,5.0,2
R0759,40,Female,North,Master,28310.0,50.6,39.2,4,5,4.0,5,4.0,4
R0760,60,Male,South,Bachelor,24250.0,37.9,35.6,2,3,2.0,1,2.0,3
R0761,42,Prefer not to say,Center,PhD,24770.0,57.7,41.0,3,1,3.0,4,4.0,4
R0762,34,Male,Center,Master,19890.0,43.9,42.6,2,1,2.0,2,2.0,1
R0763,58,Male,Center,Primary,,46.6,34.8,4,4,5.0,4,3.0,5
R0764,32,Female,Center,PhD,38040.0,57.5,49.0,4,3,4.0,4,4.0,4
R0765,41,Female,North,Master,11100.0,39.8,39.8,4,5,5.0,4,4.0,4
R0766,24,Male,North,Secondary,19690.0,47.5,,3,2,1.0,5,4.0,2
R0767,29,Male,West,Primary,18840.0,-99.0,37.1,3,3,3.0,5,2.0,3
R0768,33,Male,Center,Bachelor,,41.8,36.7,4,4,3.0,4,1.0,3
R0769,47,Male,South,Secondary,16010.0,44.1,39.5,2,3,3.0,1,1.0,2
R0770,53,Male,North,Primary,,41.6,40.9,4,2,,4,4.0,4
R0771,34,Female,South,Bachelor,,41.2,37.8,4,4,3.0,4,4.0,4
R0772,50,Female,South,Bachelor,,35.3,27.8,3,4,4.0,4,3.0,1
R0773,39,Male,Center,Primary,12840.0,39.8,35.1,4,5,5.0,4,2.0,3
R0774,49,Female,South,Secondary,19380.0,35.0,32.9,4,4,5.0,5,5.0,4
R0775,30,Female,South,Master,,54.4,42.5,3,3,3.0,3,2.0,2
R0776,44,Female,North,PhD,22350.0,41.8,37.2,3,3,3.0,1,2.0,3
R0777,38,Female,North,Secondary,23540.0,39.3,33.2,4,5,4.0,4,4.0,4
R0778,42,Prefer not to say,West,Secondary,13620.0,41.8,34.3,5,5,5.0,4,4.0,5
R0779,73,Female,North,Secondary,25640.0,25.7,22.0,4,3,5.0,3,3.0,3
R0780,44,Female,South,Secondary,15530.0,36.9,26.3,4,4,4.0,5,4.0,4
R0781,58,Female,North,Secondary,22460.0,47.1,35.0,5,5,5.0,5,4.0,5
R0782,54,Male,West,Master,,54.0,,5,5,,4,5.0,5
R0783,20,Female,North,Bachelor,15010.0,46.2,56.7,2,1,1.0,1,3.0,2
R0784,46,Female,South,Master,26860.0,47.2,40.3,4,5,2.0,3,4.0,4
R0785,54,Female,West,Secondary,13740.0,41.4,,3,1,2.0,4,2.0,2
R0786,20,Female,South,PhD,17370.0,44.3,,3,2,5.0,3,3.0,2
R0787,30,Male,East,Bachelor,,53.7,48.8,3,1,3.0,3,3.0,4
R0788,75,Male,South,Primary,25580.0,48.7,37.0,3,2,4.0,3,5.0,3
R0789,42,Female,Center,Secondary,18280.0,35.4,32.9,4,5,5.0,3,5.0,4
R0790,35,Male,West,Secondary,17850.0,41.3,31.1,4,3,4.0,5,4.0,4
R0791,41,Male,East,Secondary,15710.0,48.2,35.5,3,3,3.0,3,2.0,3
R0792,29,Female,West,Secondary,19830.0,43.5,32.4,3,3,2.0,3,4.0,2
R0793,42,Male,South,Primary,16890.0,41.8,36.1,5,4,4.0,4,5.0,5
R0794,43,Male,North,Primary,11740.0,45.4,,4,3,5.0,4,4.0,3
R0795,37,Prefer not to say,West,Bachelor,19410.0,46.4,38.1,4,5,5.0,4,4.0,2
R0796,59,Prefer not to say,North,Secondary,21640.0,35.6,20.2,5,3,4.0,3,5.0,5
R0797,63,Female,North,Secondary,,45.7,32.8,3,3,3.0,3,4.0,2
R0798,54,Male,East,Bachelor,15140.0,-99.0,34.1,4,4,4.0,5,,5
R0799,30,Male,Center,Primary,,41.3,37.2,5,5,5.0,5,4.0,5
R0800,34,Prefer not to say,Center,Master,22800.0,44.9,38.0,3,1,,3,3.0,4
